Workflow,Distribution,Error,NumberNodes,ClusterSeed,Scheduler,Runtime,c5.2xlarge,c5.xlarge,c5a.2xlarge,c5a.xlarge,d3.2xlarge,d3.xlarge,i3.2xlarge,i3.large,i3.xlarge,m5.2xlarge,m5.large,m5.xlarge,m5a.2xlarge,m5a.large,m5a.xlarge,m5zn.2xlarge,m5zn.large,m5zn.xlarge,r5.2xlarge,r5.large,r5.xlarge,r5a.2xlarge,r5a.large,r5a.xlarge,z1d.2xlarge,z1d.large,z1d.xlarge,Nodes,Cluster
chipseq,exponential,0.15,40,0,MINMIN,497.51,0, 5, 13, 11, 9, 3, 1, 1, 0, 3, 2, 3, 2, 0, 3, 13, 0, 6, 0, 1, 3, 6, 4, 3, 0, 0, 6,{c5.2xlarge=0; c5.xlarge=5; c5a.2xlarge=13; c5a.xlarge=11; d3.2xlarge=9; d3.xlarge=3; i3.2xlarge=1; i3.large=1; i3.xlarge=0; m5.2xlarge=3; m5.large=2; m5.xlarge=3; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=3; m5zn.2xlarge=13; m5zn.large=0; m5zn.xlarge=6; r5.2xlarge=0; r5.large=1; r5.xlarge=3; r5a.2xlarge=6; r5a.large=4; r5a.xlarge=3; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=6},{c5.2xlarge=0; c5.xlarge=2; c5a.2xlarge=3; c5a.xlarge=2; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=1; i3.large=1; i3.xlarge=0; m5.2xlarge=2; m5.large=1; m5.xlarge=3; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=3; m5zn.large=0; m5zn.xlarge=1; r5.2xlarge=0; r5.large=1; r5.xlarge=2; r5a.2xlarge=3; r5a.large=3; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=1}
chipseq,exponential,0.15,40,142,MCT,395.92999999999995,7, 0, 2, 5, 2, 3, 1, 0, 1, 13, 0, 9, 0, 1, 2, 12, 7, 16, 0, 3, 1, 1, 2, 3, 4, 0, 3,{c5.2xlarge=7; c5.xlarge=0; c5a.2xlarge=2; c5a.xlarge=5; d3.2xlarge=2; d3.xlarge=3; i3.2xlarge=1; i3.large=0; i3.xlarge=1; m5.2xlarge=13; m5.large=0; m5.xlarge=9; m5a.2xlarge=0; m5a.large=1; m5a.xlarge=2; m5zn.2xlarge=12; m5zn.large=7; m5zn.xlarge=16; r5.2xlarge=0; r5.large=3; r5.xlarge=1; r5a.2xlarge=1; r5a.large=2; r5a.xlarge=3; z1d.2xlarge=4; z1d.large=0; z1d.xlarge=3},{c5.2xlarge=2; c5.xlarge=0; c5a.2xlarge=1; c5a.xlarge=1; d3.2xlarge=1; d3.xlarge=1; i3.2xlarge=1; i3.large=1; i3.xlarge=2; m5.2xlarge=5; m5.large=0; m5.xlarge=3; m5a.2xlarge=0; m5a.large=1; m5a.xlarge=2; m5zn.2xlarge=4; m5zn.large=2; m5zn.xlarge=3; r5.2xlarge=0; r5.large=2; r5.xlarge=1; r5a.2xlarge=1; r5a.large=1; r5a.xlarge=2; z1d.2xlarge=2; z1d.large=0; z1d.xlarge=1}
chipseq,exponential,0.15,40,142,ROUNDROBIN,552.36,3, 0, 1, 2, 3, 1, 1, 1, 3, 8, 0, 9, 0, 0, 4, 10, 8, 12, 0, 7, 0, 2, 1, 4, 9, 0, 9,{c5.2xlarge=3; c5.xlarge=0; c5a.2xlarge=1; c5a.xlarge=2; d3.2xlarge=3; d3.xlarge=1; i3.2xlarge=1; i3.large=1; i3.xlarge=3; m5.2xlarge=8; m5.large=0; m5.xlarge=9; m5a.2xlarge=0; m5a.large=0; m5a.xlarge=4; m5zn.2xlarge=10; m5zn.large=8; m5zn.xlarge=12; r5.2xlarge=0; r5.large=7; r5.xlarge=0; r5a.2xlarge=2; r5a.large=1; r5a.xlarge=4; z1d.2xlarge=9; z1d.large=0; z1d.xlarge=9},{c5.2xlarge=2; c5.xlarge=0; c5a.2xlarge=1; c5a.xlarge=1; d3.2xlarge=1; d3.xlarge=1; i3.2xlarge=1; i3.large=1; i3.xlarge=2; m5.2xlarge=5; m5.large=0; m5.xlarge=3; m5a.2xlarge=0; m5a.large=1; m5a.xlarge=2; m5zn.2xlarge=4; m5zn.large=2; m5zn.xlarge=3; r5.2xlarge=0; r5.large=2; r5.xlarge=1; r5a.2xlarge=1; r5a.large=1; r5a.xlarge=2; z1d.2xlarge=2; z1d.large=0; z1d.xlarge=1}
chipseq,exponential,0.15,40,142,STATIC,452.4799999999999,5, 0, 3, 2, 2, 2, 2, 2, 4, 7, 0, 6, 0, 1, 3, 21, 13, 6, 0, 3, 2, 0, 1, 2, 4, 0, 7,{c5.2xlarge=5; c5.xlarge=0; c5a.2xlarge=3; c5a.xlarge=2; d3.2xlarge=2; d3.xlarge=2; i3.2xlarge=2; i3.large=2; i3.xlarge=4; m5.2xlarge=7; m5.large=0; m5.xlarge=6; m5a.2xlarge=0; m5a.large=1; m5a.xlarge=3; m5zn.2xlarge=21; m5zn.large=13; m5zn.xlarge=6; r5.2xlarge=0; r5.large=3; r5.xlarge=2; r5a.2xlarge=0; r5a.large=1; r5a.xlarge=2; z1d.2xlarge=4; z1d.large=0; z1d.xlarge=7},{c5.2xlarge=2; c5.xlarge=0; c5a.2xlarge=1; c5a.xlarge=1; d3.2xlarge=1; d3.xlarge=1; i3.2xlarge=1; i3.large=1; i3.xlarge=2; m5.2xlarge=5; m5.large=0; m5.xlarge=3; m5a.2xlarge=0; m5a.large=1; m5a.xlarge=2; m5zn.2xlarge=4; m5zn.large=2; m5zn.xlarge=3; r5.2xlarge=0; r5.large=2; r5.xlarge=1; r5a.2xlarge=1; r5a.large=1; r5a.xlarge=2; z1d.2xlarge=2; z1d.large=0; z1d.xlarge=1}
chipseq,exponential,0.15,40,142,NOML,582.26,10, 0, 4, 4, 1, 0, 0, 1, 3, 11, 0, 10, 0, 1, 4, 12, 4, 8, 0, 4, 3, 2, 1, 3, 8, 0, 4,{c5.2xlarge=10; c5.xlarge=0; c5a.2xlarge=4; c5a.xlarge=4; d3.2xlarge=1; d3.xlarge=0; i3.2xlarge=0; i3.large=1; i3.xlarge=3; m5.2xlarge=11; m5.large=0; m5.xlarge=10; m5a.2xlarge=0; m5a.large=1; m5a.xlarge=4; m5zn.2xlarge=12; m5zn.large=4; m5zn.xlarge=8; r5.2xlarge=0; r5.large=4; r5.xlarge=3; r5a.2xlarge=2; r5a.large=1; r5a.xlarge=3; z1d.2xlarge=8; z1d.large=0; z1d.xlarge=4},{c5.2xlarge=2; c5.xlarge=0; c5a.2xlarge=1; c5a.xlarge=1; d3.2xlarge=1; d3.xlarge=1; i3.2xlarge=1; i3.large=1; i3.xlarge=2; m5.2xlarge=5; m5.large=0; m5.xlarge=3; m5a.2xlarge=0; m5a.large=1; m5a.xlarge=2; m5zn.2xlarge=4; m5zn.large=2; m5zn.xlarge=3; r5.2xlarge=0; r5.large=2; r5.xlarge=1; r5a.2xlarge=1; r5a.large=1; r5a.xlarge=2; z1d.2xlarge=2; z1d.large=0; z1d.xlarge=1}
chipseq,exponential,0.15,40,142,CUSTOMCLUSTERNOML,524.76,9, 0, 3, 5, 4, 2, 2, 2, 1, 10, 0, 7, 0, 1, 3, 16, 8, 8, 0, 6, 2, 2, 1, 2, 3, 0, 1,{c5.2xlarge=9; c5.xlarge=0; c5a.2xlarge=3; c5a.xlarge=5; d3.2xlarge=4; d3.xlarge=2; i3.2xlarge=2; i3.large=2; i3.xlarge=1; m5.2xlarge=10; m5.large=0; m5.xlarge=7; m5a.2xlarge=0; m5a.large=1; m5a.xlarge=3; m5zn.2xlarge=16; m5zn.large=8; m5zn.xlarge=8; r5.2xlarge=0; r5.large=6; r5.xlarge=2; r5a.2xlarge=2; r5a.large=1; r5a.xlarge=2; z1d.2xlarge=3; z1d.large=0; z1d.xlarge=1},{c5.2xlarge=2; c5.xlarge=0; c5a.2xlarge=1; c5a.xlarge=1; d3.2xlarge=1; d3.xlarge=1; i3.2xlarge=1; i3.large=1; i3.xlarge=2; m5.2xlarge=5; m5.large=0; m5.xlarge=3; m5a.2xlarge=0; m5a.large=1; m5a.xlarge=2; m5zn.2xlarge=4; m5zn.large=2; m5zn.xlarge=3; r5.2xlarge=0; r5.large=2; r5.xlarge=1; r5a.2xlarge=1; r5a.large=1; r5a.xlarge=2; z1d.2xlarge=2; z1d.large=0; z1d.xlarge=1}
chipseq,exponential,0.15,40,142,TEXTDISTANCE,418.22999999999996,9, 0, 4, 4, 2, 1, 1, 2, 1, 15, 0, 14, 0, 2, 4, 7, 4, 8, 0, 5, 3, 3, 1, 2, 4, 0, 2,{c5.2xlarge=9; c5.xlarge=0; c5a.2xlarge=4; c5a.xlarge=4; d3.2xlarge=2; d3.xlarge=1; i3.2xlarge=1; i3.large=2; i3.xlarge=1; m5.2xlarge=15; m5.large=0; m5.xlarge=14; m5a.2xlarge=0; m5a.large=2; m5a.xlarge=4; m5zn.2xlarge=7; m5zn.large=4; m5zn.xlarge=8; r5.2xlarge=0; r5.large=5; r5.xlarge=3; r5a.2xlarge=3; r5a.large=1; r5a.xlarge=2; z1d.2xlarge=4; z1d.large=0; z1d.xlarge=2},{c5.2xlarge=2; c5.xlarge=0; c5a.2xlarge=1; c5a.xlarge=1; d3.2xlarge=1; d3.xlarge=1; i3.2xlarge=1; i3.large=1; i3.xlarge=2; m5.2xlarge=5; m5.large=0; m5.xlarge=3; m5a.2xlarge=0; m5a.large=1; m5a.xlarge=2; m5zn.2xlarge=4; m5zn.large=2; m5zn.xlarge=3; r5.2xlarge=0; r5.large=2; r5.xlarge=1; r5a.2xlarge=1; r5a.large=1; r5a.xlarge=2; z1d.2xlarge=2; z1d.large=0; z1d.xlarge=1}
chipseq,exponential,0.15,40,142,CRITICALPATH,397.11,8, 0, 4, 4, 2, 2, 3, 3, 3, 11, 0, 9, 0, 3, 1, 12, 10, 4, 0, 5, 2, 2, 1, 3, 4, 0, 2,{c5.2xlarge=8; c5.xlarge=0; c5a.2xlarge=4; c5a.xlarge=4; d3.2xlarge=2; d3.xlarge=2; i3.2xlarge=3; i3.large=3; i3.xlarge=3; m5.2xlarge=11; m5.large=0; m5.xlarge=9; m5a.2xlarge=0; m5a.large=3; m5a.xlarge=1; m5zn.2xlarge=12; m5zn.large=10; m5zn.xlarge=4; r5.2xlarge=0; r5.large=5; r5.xlarge=2; r5a.2xlarge=2; r5a.large=1; r5a.xlarge=3; z1d.2xlarge=4; z1d.large=0; z1d.xlarge=2},{c5.2xlarge=2; c5.xlarge=0; c5a.2xlarge=1; c5a.xlarge=1; d3.2xlarge=1; d3.xlarge=1; i3.2xlarge=1; i3.large=1; i3.xlarge=2; m5.2xlarge=5; m5.large=0; m5.xlarge=3; m5a.2xlarge=0; m5a.large=1; m5a.xlarge=2; m5zn.2xlarge=4; m5zn.large=2; m5zn.xlarge=3; r5.2xlarge=0; r5.large=2; r5.xlarge=1; r5a.2xlarge=1; r5a.large=1; r5a.xlarge=2; z1d.2xlarge=2; z1d.large=0; z1d.xlarge=1}
chipseq,exponential,0.15,40,142,CRITICALPATHREVERSE,415.23999999999995,10, 0, 5, 4, 1, 2, 1, 1, 1, 6, 0, 3, 0, 1, 4, 15, 11, 15, 0, 4, 1, 0, 3, 3, 5, 0, 2,{c5.2xlarge=10; c5.xlarge=0; c5a.2xlarge=5; c5a.xlarge=4; d3.2xlarge=1; d3.xlarge=2; i3.2xlarge=1; i3.large=1; i3.xlarge=1; m5.2xlarge=6; m5.large=0; m5.xlarge=3; m5a.2xlarge=0; m5a.large=1; m5a.xlarge=4; m5zn.2xlarge=15; m5zn.large=11; m5zn.xlarge=15; r5.2xlarge=0; r5.large=4; r5.xlarge=1; r5a.2xlarge=0; r5a.large=3; r5a.xlarge=3; z1d.2xlarge=5; z1d.large=0; z1d.xlarge=2},{c5.2xlarge=2; c5.xlarge=0; c5a.2xlarge=1; c5a.xlarge=1; d3.2xlarge=1; d3.xlarge=1; i3.2xlarge=1; i3.large=1; i3.xlarge=2; m5.2xlarge=5; m5.large=0; m5.xlarge=3; m5a.2xlarge=0; m5a.large=1; m5a.xlarge=2; m5zn.2xlarge=4; m5zn.large=2; m5zn.xlarge=3; r5.2xlarge=0; r5.large=2; r5.xlarge=1; r5a.2xlarge=1; r5a.large=1; r5a.xlarge=2; z1d.2xlarge=2; z1d.large=0; z1d.xlarge=1}
chipseq,exponential,0.15,40,142,RESHIV2,348.77,8, 0, 5, 4, 1, 2, 1, 2, 3, 5, 0, 7, 0, 1, 4, 13, 10, 9, 0, 6, 2, 1, 2, 0, 8, 0, 4,{c5.2xlarge=8; c5.xlarge=0; c5a.2xlarge=5; c5a.xlarge=4; d3.2xlarge=1; d3.xlarge=2; i3.2xlarge=1; i3.large=2; i3.xlarge=3; m5.2xlarge=5; m5.large=0; m5.xlarge=7; m5a.2xlarge=0; m5a.large=1; m5a.xlarge=4; m5zn.2xlarge=13; m5zn.large=10; m5zn.xlarge=9; r5.2xlarge=0; r5.large=6; r5.xlarge=2; r5a.2xlarge=1; r5a.large=2; r5a.xlarge=0; z1d.2xlarge=8; z1d.large=0; z1d.xlarge=4},{c5.2xlarge=2; c5.xlarge=0; c5a.2xlarge=1; c5a.xlarge=1; d3.2xlarge=1; d3.xlarge=1; i3.2xlarge=1; i3.large=1; i3.xlarge=2; m5.2xlarge=5; m5.large=0; m5.xlarge=3; m5a.2xlarge=0; m5a.large=1; m5a.xlarge=2; m5zn.2xlarge=4; m5zn.large=2; m5zn.xlarge=3; r5.2xlarge=0; r5.large=2; r5.xlarge=1; r5a.2xlarge=1; r5a.large=1; r5a.xlarge=2; z1d.2xlarge=2; z1d.large=0; z1d.xlarge=1}
chipseq,exponential,0.15,40,142,RESHIV3,348.62999999999994,8, 0, 5, 4, 2, 4, 2, 1, 3, 5, 0, 5, 0, 1, 4, 13, 10, 9, 0, 6, 2, 0, 2, 0, 8, 0, 4,{c5.2xlarge=8; c5.xlarge=0; c5a.2xlarge=5; c5a.xlarge=4; d3.2xlarge=2; d3.xlarge=4; i3.2xlarge=2; i3.large=1; i3.xlarge=3; m5.2xlarge=5; m5.large=0; m5.xlarge=5; m5a.2xlarge=0; m5a.large=1; m5a.xlarge=4; m5zn.2xlarge=13; m5zn.large=10; m5zn.xlarge=9; r5.2xlarge=0; r5.large=6; r5.xlarge=2; r5a.2xlarge=0; r5a.large=2; r5a.xlarge=0; z1d.2xlarge=8; z1d.large=0; z1d.xlarge=4},{c5.2xlarge=2; c5.xlarge=0; c5a.2xlarge=1; c5a.xlarge=1; d3.2xlarge=1; d3.xlarge=1; i3.2xlarge=1; i3.large=1; i3.xlarge=2; m5.2xlarge=5; m5.large=0; m5.xlarge=3; m5a.2xlarge=0; m5a.large=1; m5a.xlarge=2; m5zn.2xlarge=4; m5zn.large=2; m5zn.xlarge=3; r5.2xlarge=0; r5.large=2; r5.xlarge=1; r5a.2xlarge=1; r5a.large=1; r5a.xlarge=2; z1d.2xlarge=2; z1d.large=0; z1d.xlarge=1}
chipseq,exponential,0.15,40,142,RESHIMAX,351.63,9, 0, 4, 5, 4, 3, 2, 3, 4, 5, 0, 7, 0, 1, 3, 12, 7, 7, 0, 4, 2, 1, 1, 5, 5, 0, 4,{c5.2xlarge=9; c5.xlarge=0; c5a.2xlarge=4; c5a.xlarge=5; d3.2xlarge=4; d3.xlarge=3; i3.2xlarge=2; i3.large=3; i3.xlarge=4; m5.2xlarge=5; m5.large=0; m5.xlarge=7; m5a.2xlarge=0; m5a.large=1; m5a.xlarge=3; m5zn.2xlarge=12; m5zn.large=7; m5zn.xlarge=7; r5.2xlarge=0; r5.large=4; r5.xlarge=2; r5a.2xlarge=1; r5a.large=1; r5a.xlarge=5; z1d.2xlarge=5; z1d.large=0; z1d.xlarge=4},{c5.2xlarge=2; c5.xlarge=0; c5a.2xlarge=1; c5a.xlarge=1; d3.2xlarge=1; d3.xlarge=1; i3.2xlarge=1; i3.large=1; i3.xlarge=2; m5.2xlarge=5; m5.large=0; m5.xlarge=3; m5a.2xlarge=0; m5a.large=1; m5a.xlarge=2; m5zn.2xlarge=4; m5zn.large=2; m5zn.xlarge=3; r5.2xlarge=0; r5.large=2; r5.xlarge=1; r5a.2xlarge=1; r5a.large=1; r5a.xlarge=2; z1d.2xlarge=2; z1d.large=0; z1d.xlarge=1}
chipseq,exponential,0.15,40,142,RESHIFCFS,414.34999999999997,8, 0, 4, 4, 1, 3, 0, 1, 2, 5, 0, 8, 0, 1, 3, 15, 12, 10, 0, 3, 3, 2, 1, 4, 5, 0, 3,{c5.2xlarge=8; c5.xlarge=0; c5a.2xlarge=4; c5a.xlarge=4; d3.2xlarge=1; d3.xlarge=3; i3.2xlarge=0; i3.large=1; i3.xlarge=2; m5.2xlarge=5; m5.large=0; m5.xlarge=8; m5a.2xlarge=0; m5a.large=1; m5a.xlarge=3; m5zn.2xlarge=15; m5zn.large=12; m5zn.xlarge=10; r5.2xlarge=0; r5.large=3; r5.xlarge=3; r5a.2xlarge=2; r5a.large=1; r5a.xlarge=4; z1d.2xlarge=5; z1d.large=0; z1d.xlarge=3},{c5.2xlarge=2; c5.xlarge=0; c5a.2xlarge=1; c5a.xlarge=1; d3.2xlarge=1; d3.xlarge=1; i3.2xlarge=1; i3.large=1; i3.xlarge=2; m5.2xlarge=5; m5.large=0; m5.xlarge=3; m5a.2xlarge=0; m5a.large=1; m5a.xlarge=2; m5zn.2xlarge=4; m5zn.large=2; m5zn.xlarge=3; r5.2xlarge=0; r5.large=2; r5.xlarge=1; r5a.2xlarge=1; r5a.large=1; r5a.xlarge=2; z1d.2xlarge=2; z1d.large=0; z1d.xlarge=1}
chipseq,exponential,0.15,40,143,MINMIN,552.54,10, 10, 6, 0, 0, 5, 2, 5, 7, 0, 0, 5, 3, 0, 3, 0, 18, 0, 0, 4, 6, 0, 0, 4, 0, 3, 7,{c5.2xlarge=10; c5.xlarge=10; c5a.2xlarge=6; c5a.xlarge=0; d3.2xlarge=0; d3.xlarge=5; i3.2xlarge=2; i3.large=5; i3.xlarge=7; m5.2xlarge=0; m5.large=0; m5.xlarge=5; m5a.2xlarge=3; m5a.large=0; m5a.xlarge=3; m5zn.2xlarge=0; m5zn.large=18; m5zn.xlarge=0; r5.2xlarge=0; r5.large=4; r5.xlarge=6; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=4; z1d.2xlarge=0; z1d.large=3; z1d.xlarge=7},{c5.2xlarge=2; c5.xlarge=2; c5a.2xlarge=2; c5a.xlarge=0; d3.2xlarge=1; d3.xlarge=2; i3.2xlarge=2; i3.large=3; i3.xlarge=4; m5.2xlarge=0; m5.large=0; m5.xlarge=2; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=3; m5zn.2xlarge=0; m5zn.large=3; m5zn.xlarge=0; r5.2xlarge=0; r5.large=2; r5.xlarge=4; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=3; z1d.2xlarge=0; z1d.large=1; z1d.xlarge=2}
chipseq,exponential,0.15,40,143,MAXMIN,401.74,8, 10, 10, 0, 1, 4, 3, 3, 4, 0, 0, 4, 3, 0, 7, 0, 15, 0, 0, 3, 8, 0, 0, 2, 0, 2, 11,{c5.2xlarge=8; c5.xlarge=10; c5a.2xlarge=10; c5a.xlarge=0; d3.2xlarge=1; d3.xlarge=4; i3.2xlarge=3; i3.large=3; i3.xlarge=4; m5.2xlarge=0; m5.large=0; m5.xlarge=4; m5a.2xlarge=3; m5a.large=0; m5a.xlarge=7; m5zn.2xlarge=0; m5zn.large=15; m5zn.xlarge=0; r5.2xlarge=0; r5.large=3; r5.xlarge=8; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=2; z1d.xlarge=11},{c5.2xlarge=2; c5.xlarge=2; c5a.2xlarge=2; c5a.xlarge=0; d3.2xlarge=1; d3.xlarge=2; i3.2xlarge=2; i3.large=3; i3.xlarge=4; m5.2xlarge=0; m5.large=0; m5.xlarge=2; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=3; m5zn.2xlarge=0; m5zn.large=3; m5zn.xlarge=0; r5.2xlarge=0; r5.large=2; r5.xlarge=4; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=3; z1d.2xlarge=0; z1d.large=1; z1d.xlarge=2}
chipseq,exponential,0.15,40,143,MCT,599.54,8, 6, 7, 0, 3, 4, 2, 5, 5, 0, 0, 8, 1, 0, 5, 0, 16, 0, 0, 4, 9, 0, 0, 3, 0, 3, 9,{c5.2xlarge=8; c5.xlarge=6; c5a.2xlarge=7; c5a.xlarge=0; d3.2xlarge=3; d3.xlarge=4; i3.2xlarge=2; i3.large=5; i3.xlarge=5; m5.2xlarge=0; m5.large=0; m5.xlarge=8; m5a.2xlarge=1; m5a.large=0; m5a.xlarge=5; m5zn.2xlarge=0; m5zn.large=16; m5zn.xlarge=0; r5.2xlarge=0; r5.large=4; r5.xlarge=9; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=3; z1d.2xlarge=0; z1d.large=3; z1d.xlarge=9},{c5.2xlarge=2; c5.xlarge=2; c5a.2xlarge=2; c5a.xlarge=0; d3.2xlarge=1; d3.xlarge=2; i3.2xlarge=2; i3.large=3; i3.xlarge=4; m5.2xlarge=0; m5.large=0; m5.xlarge=2; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=3; m5zn.2xlarge=0; m5zn.large=3; m5zn.xlarge=0; r5.2xlarge=0; r5.large=2; r5.xlarge=4; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=3; z1d.2xlarge=0; z1d.large=1; z1d.xlarge=2}
chipseq,exponential,0.15,40,143,ROUNDROBIN,721.1399999999999,7, 2, 9, 0, 1, 6, 7, 5, 7, 0, 0, 6, 5, 0, 8, 0, 13, 0, 0, 4, 6, 0, 0, 4, 0, 1, 7,{c5.2xlarge=7; c5.xlarge=2; c5a.2xlarge=9; c5a.xlarge=0; d3.2xlarge=1; d3.xlarge=6; i3.2xlarge=7; i3.large=5; i3.xlarge=7; m5.2xlarge=0; m5.large=0; m5.xlarge=6; m5a.2xlarge=5; m5a.large=0; m5a.xlarge=8; m5zn.2xlarge=0; m5zn.large=13; m5zn.xlarge=0; r5.2xlarge=0; r5.large=4; r5.xlarge=6; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=4; z1d.2xlarge=0; z1d.large=1; z1d.xlarge=7},{c5.2xlarge=2; c5.xlarge=2; c5a.2xlarge=2; c5a.xlarge=0; d3.2xlarge=1; d3.xlarge=2; i3.2xlarge=2; i3.large=3; i3.xlarge=4; m5.2xlarge=0; m5.large=0; m5.xlarge=2; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=3; m5zn.2xlarge=0; m5zn.large=3; m5zn.xlarge=0; r5.2xlarge=0; r5.large=2; r5.xlarge=4; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=3; z1d.2xlarge=0; z1d.large=1; z1d.xlarge=2}
chipseq,exponential,0.15,40,143,STATIC,635.8199999999999,11, 8, 8, 0, 1, 4, 3, 2, 5, 0, 0, 4, 6, 0, 4, 0, 21, 0, 0, 3, 6, 0, 0, 6, 0, 1, 5,{c5.2xlarge=11; c5.xlarge=8; c5a.2xlarge=8; c5a.xlarge=0; d3.2xlarge=1; d3.xlarge=4; i3.2xlarge=3; i3.large=2; i3.xlarge=5; m5.2xlarge=0; m5.large=0; m5.xlarge=4; m5a.2xlarge=6; m5a.large=0; m5a.xlarge=4; m5zn.2xlarge=0; m5zn.large=21; m5zn.xlarge=0; r5.2xlarge=0; r5.large=3; r5.xlarge=6; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=6; z1d.2xlarge=0; z1d.large=1; z1d.xlarge=5},{c5.2xlarge=2; c5.xlarge=2; c5a.2xlarge=2; c5a.xlarge=0; d3.2xlarge=1; d3.xlarge=2; i3.2xlarge=2; i3.large=3; i3.xlarge=4; m5.2xlarge=0; m5.large=0; m5.xlarge=2; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=3; m5zn.2xlarge=0; m5zn.large=3; m5zn.xlarge=0; r5.2xlarge=0; r5.large=2; r5.xlarge=4; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=3; z1d.2xlarge=0; z1d.large=1; z1d.xlarge=2}
chipseq,exponential,0.15,40,143,NOML,533.2299999999999,12, 8, 10, 0, 2, 5, 2, 7, 1, 0, 0, 4, 2, 0, 4, 0, 9, 0, 0, 7, 10, 0, 0, 5, 0, 4, 6,{c5.2xlarge=12; c5.xlarge=8; c5a.2xlarge=10; c5a.xlarge=0; d3.2xlarge=2; d3.xlarge=5; i3.2xlarge=2; i3.large=7; i3.xlarge=1; m5.2xlarge=0; m5.large=0; m5.xlarge=4; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=4; m5zn.2xlarge=0; m5zn.large=9; m5zn.xlarge=0; r5.2xlarge=0; r5.large=7; r5.xlarge=10; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=5; z1d.2xlarge=0; z1d.large=4; z1d.xlarge=6},{c5.2xlarge=2; c5.xlarge=2; c5a.2xlarge=2; c5a.xlarge=0; d3.2xlarge=1; d3.xlarge=2; i3.2xlarge=2; i3.large=3; i3.xlarge=4; m5.2xlarge=0; m5.large=0; m5.xlarge=2; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=3; m5zn.2xlarge=0; m5zn.large=3; m5zn.xlarge=0; r5.2xlarge=0; r5.large=2; r5.xlarge=4; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=3; z1d.2xlarge=0; z1d.large=1; z1d.xlarge=2}
chipseq,exponential,0.15,40,143,CUSTOMCLUSTERNOML,721.8299999999999,8, 9, 8, 0, 5, 4, 6, 7, 6, 0, 0, 4, 3, 0, 3, 0, 12, 0, 0, 4, 6, 0, 0, 4, 0, 5, 4,{c5.2xlarge=8; c5.xlarge=9; c5a.2xlarge=8; c5a.xlarge=0; d3.2xlarge=5; d3.xlarge=4; i3.2xlarge=6; i3.large=7; i3.xlarge=6; m5.2xlarge=0; m5.large=0; m5.xlarge=4; m5a.2xlarge=3; m5a.large=0; m5a.xlarge=3; m5zn.2xlarge=0; m5zn.large=12; m5zn.xlarge=0; r5.2xlarge=0; r5.large=4; r5.xlarge=6; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=4; z1d.2xlarge=0; z1d.large=5; z1d.xlarge=4},{c5.2xlarge=2; c5.xlarge=2; c5a.2xlarge=2; c5a.xlarge=0; d3.2xlarge=1; d3.xlarge=2; i3.2xlarge=2; i3.large=3; i3.xlarge=4; m5.2xlarge=0; m5.large=0; m5.xlarge=2; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=3; m5zn.2xlarge=0; m5zn.large=3; m5zn.xlarge=0; r5.2xlarge=0; r5.large=2; r5.xlarge=4; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=3; z1d.2xlarge=0; z1d.large=1; z1d.xlarge=2}
